order_number,order_date,ship_date,customer_id,sales_channel,currency_code,warehouse_code,region_id,product_id,order_quantity,unit_price,total_unit_cost,total_revenue
SO - 0003321,10/13/2021,10/26/2021,12,Trade Supply,NZD,RPT503,16,7,5,1078.7,690.368,5393.5
SO - 0003654,10/13/2021,10/18/2021,35,Global Sales,USD,RPT503,36,8,12,737.0,582.23,8844.0
SO - 0004430,10/13/2021,10/27/2021,3,Logistics Partner,GBP,RPT503,98,3,10,5071.9,3246.016,50719.0
SO - 0005651,10/13/2021,10/27/2021,39,Global Sales,NZD,RPT503,65,13,10,1051.9,704.773,10519.0
SO - 0005881,10/13/2021,10/26/2021,3,Trade Supply,GBP,RPT503,49,2,11,5118.8,2149.896,56306.8
SO - 0005969,10/13/2021,10/29/2021,11,Trade Supply,AUD,RPT503,9,2,12,1721.9,843.731,20662.8
SO - 0007976,10/13/2021,10/23/2021,29,Trade Supply,NZD,RPT503,85,1,7,984.9,482.601,6894.3
SO - 0002658,10/14/2021,10/24/2021,20,Logistics Partner,EUR,RPT503,5,2,9,3946.3,1736.372,35516.7
SO - 0003410,10/14/2021,10/23/2021,38,Global Sales,AUD,RPT503,40,7,11,2358.4,1532.96,25942.4
SO - 0003828,10/14/2021,10/29/2021,5,Trade Supply,AUD,RPT503,21,5,12,5621.3,3316.567,67455.6
SO - 0005924,10/14/2021,10/24/2021,30,Trade Supply,USD,RPT503,12,7,5,5179.1,2434.177,25895.5
SO - 0007379,10/14/2021,10/24/2021,2,Trade Supply,EUR,RPT503,60,2,9,1728.6,933.444,15557.4
SO - 0002179,10/15/2021,10/25/2021,20,Global Sales,NZD,RPT503,98,2,5,1058.6,465.784,5293.0
SO - 0004648,10/15/2021,10/26/2021,12,Trade Supply,NZD,RPT503,6,14,5,1139.0,615.06,5695.0
SO - 0004874,10/15/2021,10/20/2021,12,Trade Supply,USD,RPT503,8,2,7,2653.2,1485.792,18572.4
SO - 0005341,10/15/2021,10/22/2021,34,Trade Supply,AUD,RPT503,41,5,9,3879.3,3142.233,34913.7
SO - 0006100,10/15/2021,10/29/2021,38,Trade Supply,NZD,RPT503,68,2,8,1112.2,556.1,8897.6
SO - 0007639,10/15/2021,10/31/2021,26,Logistics Partner,USD,RPT503,81,14,5,2525.9,1288.209,12629.5
SO - 000599,10/16/2021,10/25/2021,11,Global Sales,AUD,RPT503,55,7,7,2405.3,1731.816,16837.1
SO - 000865,10/16/2021,10/24/2021,39,Trade Supply,USD,RPT503,13,7,11,2432.1,1824.075,26753.1
SO - 000908,10/16/2021,10/22/2021,45,Trade Supply,NZD,RPT503,37,11,11,2358.4,1084.864,25942.4
SO - 0001380,10/16/2021,1/11/2021,24,Global Sales,USD,RPT503,41,13,12,991.6,654.456,11899.2
SO - 0001942,10/16/2021,10/28/2021,37,Global Sales,GBP,RPT503,96,2,11,2860.9,1487.668,31469.9
SO - 0003058,10/16/2021,10/20/2021,6,Logistics Partner,NZD,RPT503,52,1,10,194.3,163.212,1943.0
SO - 0003191,10/16/2021,10/19/2021,43,Logistics Partner,NZD,RPT503,60,6,6,964.8,627.12,5788.8
SO - 0004297,10/16/2021,1/11/2021,25,Trade Supply,NZD,RPT503,81,7,9,247.9,101.639,2231.1
SO - 0006791,10/16/2021,1/11/2021,13,Logistics Partner,NZD,RPT503,77,11,9,5380.1,3604.667,48420.9
SO - 0006817,10/16/2021,10/27/2021,46,Trade Supply,EUR,RPT503,28,3,6,5460.5,2839.46,32763.0
SO - 0001921,10/17/2021,4/11/2021,2,Logistics Partner,USD,RPT503,7,9,11,1326.6,822.492,14592.6
SO - 0002056,10/17/2021,10/28/2021,25,Logistics Partner,GBP,RPT503,43,7,9,5701.7,4789.428,51315.3
SO - 0003607,10/17/2021,10/22/2021,30,Trade Supply,USD,RPT503,8,2,6,1762.1,1251.091,10572.6
SO - 0007275,10/17/2021,2/11/2021,17,Trade Supply,USD,RPT503,11,1,9,2318.2,1089.554,20863.8
SO - 000195,10/18/2021,3/11/2021,17,Trade Supply,EUR,RPT503,46,7,8,1092.1,436.84,8736.8
SO - 000485,10/18/2021,10/31/2021,17,Trade Supply,NZD,RPT503,79,5,6,3979.8,2069.496,23878.8
SO - 0001236,10/18/2021,3/11/2021,31,Global Sales,GBP,RPT503,58,1,11,1018.4,600.856,11202.4
SO - 0001949,10/18/2021,10/24/2021,32,Logistics Partner,GBP,RPT503,8,13,11,6425.3,3212.65,70678.3
SO - 0003021,10/18/2021,10/23/2021,9,Trade Supply,EUR,RPT503,42,11,8,897.8,421.966,7182.4
SO - 0003024,10/18/2021,10/22/2021,11,Trade Supply,USD,RPT503,57,7,7,214.4,147.936,1500.8
SO - 0003318,10/18/2021,10/22/2021,39,Trade Supply,USD,RPT503,62,9,12,6251.1,2938.017,75013.2
SO - 0003393,10/18/2021,2/11/2021,45,Trade Supply,AUD,RPT503,18,1,9,5534.2,4095.308,49807.8
SO - 0004344,10/18/2021,5/11/2021,49,Logistics Partner,USD,RPT503,80,11,8,5447.1,2723.55,43576.8
SO - 0004877,10/18/2021,10/27/2021,43,Trade Supply,USD,RPT503,70,11,7,3999.9,3399.915,27999.3
SO - 0007216,10/18/2021,10/28/2021,12,Logistics Partner,NZD,RPT503,63,9,11,1112.2,656.198,12234.2
SO - 0001077,10/19/2021,10/25/2021,11,Trade Supply,USD,RPT503,12,7,8,3839.1,2034.723,30712.8
SO - 0004108,10/19/2021,5/11/2021,38,Trade Supply,USD,RPT503,22,9,11,884.4,698.676,9728.4
SO - 0005865,10/19/2021,10/31/2021,5,Logistics Partner,NZD,RPT503,91,2,8,5601.2,2632.564,44809.6
SO - 0006862,10/19/2021,10/29/2021,3,Trade Supply,USD,RPT503,80,11,9,1273.0,1069.32,11457.0
SO - 0007437,10/19/2021,10/28/2021,8,Global Sales,AUD,RPT503,48,11,11,3819.0,2902.44,42009.0
SO - 0007542,10/19/2021,1/11/2021,45,Trade Supply,USD,RPT503,82,9,9,3899.4,3275.496,35094.6
SO - 0001359,10/20/2021,10/25/2021,31,Logistics Partner,NZD,RPT503,37,7,11,1118.9,548.261,12307.9
SO - 0001367,10/20/2021,1/11/2021,43,Logistics Partner,NZD,RPT503,90,12,6,2954.7,2511.495,17728.2
SO - 0001647,10/20/2021,5/11/2021,30,Global Sales,USD,RPT503,96,1,7,5929.5,3498.405,41506.5
SO - 0002279,10/20/2021,6/11/2021,21,Trade Supply,AUD,RPT503,25,7,9,5601.2,3080.66,50410.8
SO - 0002754,10/20/2021,10/24/2021,49,Trade Supply,NZD,RPT503,68,13,11,6371.7,5033.643,70088.7
SO - 0004198,10/20/2021,1/11/2021,26,Logistics Partner,USD,RPT503,47,7,6,1065.3,585.915,6391.8
SO - 0005909,10/20/2021,2/11/2021,40,Trade Supply,NZD,RPT503,4,7,9,3859.2,1813.824,34732.8
SO - 0006011,10/20/2021,4/11/2021,3,Trade Supply,NZD,RPT503,95,3,6,3262.9,1925.111,19577.4
SO - 0006302,10/20/2021,10/28/2021,7,Global Sales,EUR,RPT503,4,3,10,3953.0,3360.05,39530.0
SO - 000252,10/21/2021,10/30/2021,21,Logistics Partner,NZD,RPT503,19,11,9,3356.7,2819.628,30210.3
SO - 000255,10/21/2021,10/27/2021,22,Trade Supply,NZD,RPT503,71,8,12,221.1,126.027,2653.2
SO - 000947,10/21/2021,10/27/2021,48,Trade Supply,EUR,RPT503,70,9,11,2298.1,988.183,25279.1
SO - 0001451,10/21/2021,10/28/2021,34,Trade Supply,EUR,RPT503,74,2,8,1943.0,777.2,15544.0
SO - 0002086,10/21/2021,10/30/2021,33,Global Sales,NZD,RPT503,52,2,7,3571.1,1999.816,24997.7
SO - 0005425,10/21/2021,3/11/2021,29,Global Sales,USD,RPT503,65,3,11,5125.5,3895.38,56380.5
SO - 0005736,10/21/2021,10/25/2021,34,Global Sales,USD,RPT503,32,13,5,180.9,86.832,904.5
SO - 0005958,10/21/2021,1/11/2021,24,Trade Supply,AUD,RPT503,84,9,11,1681.7,1109.922,18498.7
SO - 0006595,10/21/2021,8/11/2021,34,Trade Supply,NZD,RPT503,62,9,10,1045.2,648.024,10452.0
SO - 0007741,10/21/2021,10/31/2021,41,Logistics Partner,GBP,RPT503,47,8,12,3658.2,2780.232,43898.4
SO - 0007955,10/22/2021,10/27/2021,3,Trade Supply,EUR,RPT503,74,8,10,174.2,85.358,1742.0
SO - 000940,10/23/2021,6/11/2021,7,Trade Supply,EUR,RPT503,11,11,8,897.8,511.746,7182.4
SO - 0001069,10/23/2021,10/30/2021,12,Trade Supply,USD,RPT503,44,1,12,6344.9,3235.899,76138.8
SO - 0001120,10/23/2021,1/11/2021,31,Trade Supply,AUD,RPT503,37,2,6,1701.8,1276.35,10210.8
SO - 0002218,10/23/2021,10/28/2021,34,Trade Supply,AUD,RPT503,25,11,6,931.3,577.406,5587.8
SO - 0002591,10/23/2021,9/11/2021,18,Logistics Partner,USD,RPT503,27,2,7,1715.2,788.992,12006.4
SO - 0005308,10/23/2021,10/30/2021,26,Trade Supply,NZD,RPT503,15,2,9,167.5,130.65,1507.5
SO - 0005449,10/23/2021,6/11/2021,43,Trade Supply,NZD,RPT503,88,9,6,3979.8,1790.91,23878.8
SO - 0007185,10/23/2021,10/27/2021,45,Trade Supply,USD,RPT503,100,11,5,1715.2,771.84,8576.0
SO - 0007238,10/23/2021,5/11/2021,17,Trade Supply,NZD,RPT503,42,8,6,1963.1,1472.325,11778.6
SO - 0007681,10/23/2021,7/11/2021,19,Global Sales,USD,RPT503,78,11,6,2458.9,1278.628,14753.4
SO - 0008046,10/23/2021,10/30/2021,39,Logistics Partner,NZD,RPT503,2,1,9,1949.7,857.868,17547.3
SO - 000360,10/24/2021,10/30/2021,46,Trade Supply,USD,RPT503,78,13,9,1252.9,651.508,11276.1
SO - 000822,10/24/2021,5/11/2021,37,Logistics Partner,NZD,RPT503,74,7,5,1031.8,763.532,5159.0
SO - 0001757,10/24/2021,8/11/2021,46,Global Sales,USD,RPT503,7,5,9,1098.8,747.184,9889.2
SO - 0005175,10/24/2021,10/29/2021,47,Logistics Partner,AUD,RPT503,57,6,7,1212.7,715.493,8488.9
SO - 000424,10/25/2021,5/11/2021,46,Global Sales,USD,RPT503,3,7,5,254.6,206.226,1273.0
SO - 0001404,10/25/2021,10/29/2021,19,Logistics Partner,AUD,RPT503,47,8,9,3812.3,2211.134,34310.7
SO - 0002389,10/25/2021,10/30/2021,35,Logistics Partner,AUD,RPT503,68,11,5,6277.9,3201.729,31389.5
SO - 0004369,10/25/2021,10/31/2021,47,Global Sales,USD,RPT503,69,5,12,2599.6,1143.824,31195.2
SO - 0004494,10/25/2021,5/11/2021,13,Trade Supply,NZD,RPT503,13,9,6,2619.7,1100.274,15718.2
SO - 0005797,10/25/2021,8/11/2021,12,Trade Supply,USD,RPT503,6,7,9,3999.9,2719.932,35999.1
SO - 0006563,10/25/2021,5/11/2021,31,Trade Supply,NZD,RPT503,50,7,8,2572.8,1054.848,20582.4
SO - 0007026,10/25/2021,10/28/2021,44,Logistics Partner,AUD,RPT503,71,2,6,1018.4,692.512,6110.4
SO - 0007204,10/25/2021,10/28/2021,7,Trade Supply,NZD,RPT503,87,2,10,227.8,134.402,2278.0
SO - 000366,10/26/2021,4/11/2021,35,Trade Supply,GBP,RPT503,68,14,10,3946.3,1815.298,39463.0
SO - 0001506,10/26/2021,6/11/2021,30,Trade Supply,NZD,RPT503,36,5,5,1098.8,527.424,5494.0
SO - 0001570,10/26/2021,10/11/2021,6,Logistics Partner,NZD,RPT503,24,10,8,3912.8,1956.4,31302.4
SO - 0002127,10/26/2021,6/11/2021,31,Global Sales,USD,RPT503,26,2,6,837.5,661.625,5025.0
SO - 0002876,10/26/2021,12/11/2021,32,Global Sales,USD,RPT503,89,13,9,1092.1,491.445,9828.9
SO - 0003126,10/26/2021,9/11/2021,39,Trade Supply,NZD,RPT503,87,7,12,2941.3,2176.562,35295.6
SO - 0004397,10/26/2021,4/11/2021,6,Logistics Partner,GBP,RPT503,47,1,10,227.8,97.954,2278.0
SO - 0004839,10/26/2021,1/11/2021,10,Logistics Partner,NZD,RPT503,50,7,6,871.0,740.35,5226.0
SO - 0005367,10/26/2021,10/29/2021,3,Trade Supply,AUD,RPT503,62,5,7,2525.9,1338.727,17681.3
SO - 0007038,10/26/2021,6/11/2021,5,Logistics Partner,USD,RPT503,60,1,7,1179.2,896.192,8254.4
SO - 0007968,10/26/2021,2/11/2021,23,Logistics Partner,NZD,RPT503,78,1,6,3926.2,1923.838,23557.2
SO - 000157,10/27/2021,9/11/2021,28,Trade Supply,EUR,RPT503,29,3,5,3557.7,1814.427,17788.5
SO - 000453,10/27/2021,6/11/2021,21,Logistics Partner,EUR,RPT503,33,1,5,2458.9,2090.065,12294.5
SO - 000739,10/27/2021,11/13/2021,10,Logistics Partner,NZD,RPT503,45,6,12,3939.6,3269.868,47275.2
SO - 000979,10/27/2021,10/31/2021,45,Logistics Partner,USD,RPT503,54,7,6,1876.0,1594.6,11256.0
SO - 0001689,10/27/2021,6/11/2021,15,Logistics Partner,AUD,RPT503,33,13,11,877.7,728.491,9654.7
SO - 0002187,10/27/2021,11/14/2021,32,Logistics Partner,GBP,RPT503,50,1,11,3979.8,1989.9,43777.8
SO - 0003214,10/27/2021,8/11/2021,36,Logistics Partner,NZD,RPT503,29,1,5,6271.2,4640.688,31356.0
SO - 0003758,10/27/2021,10/11/2021,42,Logistics Partner,AUD,RPT503,20,12,6,1118.9,626.584,6713.4
SO - 0004510,10/27/2021,10/11/2021,36,Trade Supply,AUD,RPT503,8,2,10,2512.5,1331.625,25125.0
SO - 0004575,10/27/2021,12/11/2021,38,Global Sales,USD,RPT503,33,2,5,3691.7,2399.605,18458.5
SO - 0004812,10/27/2021,10/30/2021,6,Trade Supply,NZD,RPT503,85,13,7,3845.8,1922.9,26920.6
SO - 0004857,10/27/2021,4/11/2021,22,Global Sales,NZD,RPT503,62,13,10,180.9,88.641,1809.0
SO - 0005820,10/27/2021,6/11/2021,10,Logistics Partner,USD,RPT503,76,2,10,3939.6,3348.66,39396.0
SO - 000130,10/28/2021,4/11/2021,5,Trade Supply,USD,RPT503,68,5,6,2901.1,2378.902,17406.6
SO - 0004749,10/28/2021,6/11/2021,11,Trade Supply,NZD,RPT503,87,9,11,817.4,678.442,8991.4
SO - 0004984,10/28/2021,11/15/2021,19,Logistics Partner,AUD,RPT503,65,9,7,3906.1,2226.477,27342.7
SO - 0005922,10/28/2021,11/13/2021,40,Trade Supply,AUD,RPT503,66,7,7,1011.7,708.19,7081.9
SO - 0006825,10/28/2021,11/13/2021,35,Logistics Partner,USD,RPT503,26,13,11,2398.6,1199.3,26384.6
SO - 0006836,10/28/2021,3/11/2021,4,Trade Supply,NZD,RPT503,49,1,9,3879.3,2521.545,34913.7
SO - 0001526,10/29/2021,11/11/2021,33,Global Sales,GBP,RPT503,94,11,6,1192.6,667.856,7155.6
SO - 0002540,10/29/2021,4/11/2021,42,Trade Supply,USD,RPT503,62,11,9,3852.5,2272.975,34672.5
SO - 0003938,10/29/2021,3/11/2021,44,Trade Supply,USD,RPT503,13,5,8,2525.9,1793.389,20207.2
SO - 0006622,10/29/2021,1/11/2021,28,Trade Supply,NZD,RPT503,87,5,6,1105.5,475.365,6633.0
SO - 0006978,10/29/2021,1/11/2021,16,Logistics Partner,GBP,RPT503,5,2,11,5480.6,3288.36,60286.6
SO - 0007565,10/29/2021,8/11/2021,37,Trade Supply,AUD,RPT503,80,11,6,1092.1,797.233,6552.6
SO - 0007819,10/29/2021,2/11/2021,23,Trade Supply,NZD,RPT503,36,11,10,1112.2,912.004,11122.0
SO - 000384,10/30/2021,11/16/2021,23,Global Sales,AUD,RPT503,12,2,8,3872.6,1975.026,30980.8
SO - 000591,10/30/2021,11/13/2021,38,Trade Supply,USD,RPT503,73,1,6,3912.8,2034.656,23476.8
SO - 0001611,10/30/2021,11/15/2021,23,Global Sales,USD,RPT503,71,5,10,2257.9,1264.424,22579.0
SO - 0005720,10/30/2021,11/17/2021,26,Logistics Partner,AUD,RPT503,100,7,11,2680.0,1608.0,29480.0
SO - 0007167,10/30/2021,11/11/2021,48,Trade Supply,USD,RPT503,39,13,12,1065.3,681.792,12783.6
SO - 000777,10/31/2021,11/15/2021,19,Trade Supply,AUD,RPT503,57,2,10,984.9,689.43,9849.0
SO - 0001931,10/31/2021,5/11/2021,5,Trade Supply,NZD,RPT503,45,1,7,1782.2,1301.006,12475.4
SO - 0004531,10/31/2021,11/14/2021,25,Logistics Partner,USD,RPT503,28,5,6,3932.9,2084.437,23597.4
SO - 0005381,10/31/2021,11/16/2021,44,Trade Supply,GBP,RPT503,32,12,10,227.8,127.568,2278.0
SO - 0005560,10/31/2021,9/11/2021,18,Logistics Partner,AUD,RPT503,75,2,5,1085.4,672.948,5427.0
SO - 0006640,10/31/2021,11/16/2021,15,Trade Supply,GBP,RPT503,25,1,11,3953.0,2134.62,43483.0
SO - 0007506,10/31/2021,6/11/2021,32,Global Sales,USD,RPT503,6,11,8,1695.1,983.158,13560.8
SO - 0007669,10/31/2021,11/11/2021,40,Global Sales,NZD,RPT503,62,6,6,1031.8,815.122,6190.8
SO - 000588,1/11/2021,11/16/2021,9,Logistics Partner,NZD,RPT503,17,2,6,3932.9,2989.004,23597.4
SO - 0002872,1/11/2021,11/19/2021,1,Global Sales,AUD,RPT503,25,11,12,3691.7,2768.775,44300.4
SO - 0002924,1/11/2021,11/18/2021,29,Trade Supply,GBP,RPT503,54,7,9,5855.8,3806.27,52702.2
SO - 0004499,1/11/2021,5/11/2021,48,Global Sales,NZD,RPT503,1,2,9,234.5,175.875,2110.5
SO - 0006163,1/11/2021,11/13/2021,27,Trade Supply,NZD,RPT503,76,2,10,1058.6,529.3,10586.0
SO - 0007991,1/11/2021,12/11/2021,13,Trade Supply,AUD,RPT503,46,14,8,3906.1,1874.928,31248.8
SO - 000618,2/11/2021,11/11/2021,26,Global Sales,AUD,RPT503,21,7,9,1125.6,889.224,10130.4
SO - 000742,2/11/2021,11/16/2021,31,Trade Supply,USD,RPT503,33,6,6,1098.8,835.088,6592.8
SO - 0001674,2/11/2021,11/13/2021,1,Trade Supply,NZD,RPT503,6,2,10,207.7,83.08,2077.0
SO - 0002356,2/11/2021,11/20/2021,47,Trade Supply,AUD,RPT503,8,2,12,683.4,512.55,8200.8
SO - 0002775,2/11/2021,11/16/2021,1,Trade Supply,NZD,RPT503,6,4,12,984.9,502.299,11818.8
SO - 0003343,2/11/2021,11/14/2021,14,Trade Supply,NZD,RPT503,93,7,10,5835.7,4026.633,58357.0
SO - 0004357,2/11/2021,11/20/2021,43,Trade Supply,GBP,RPT503,5,11,11,1152.4,737.536,12676.4
SO - 0004563,2/11/2021,11/11/2021,32,Logistics Partner,NZD,RPT503,98,2,7,5339.9,2189.359,37379.3
SO - 0004824,2/11/2021,11/14/2021,14,Trade Supply,NZD,RPT503,2,1,12,944.7,576.267,11336.4
SO - 0005745,2/11/2021,12/11/2021,11,Trade Supply,USD,RPT503,34,11,10,710.2,497.14,7102.0
SO - 0006594,2/11/2021,11/17/2021,1,Logistics Partner,USD,RPT503,22,2,12,3845.8,2076.732,46149.6
SO - 0007522,2/11/2021,11/11/2021,16,Trade Supply,NZD,RPT503,49,11,11,1139.0,763.13,12529.0
SO - 0007832,2/11/2021,10/11/2021,2,Logistics Partner,GBP,RPT503,66,13,11,1266.3,848.421,13929.3
SO - 000149,3/11/2021,11/19/2021,4,Global Sales,USD,RPT503,14,5,6,2003.3,921.518,12019.8
SO - 0004042,3/11/2021,11/18/2021,39,Global Sales,AUD,RPT503,91,1,7,1145.7,801.99,8019.9
SO - 0005626,3/11/2021,6/11/2021,27,Trade Supply,EUR,RPT503,41,14,6,187.6,93.8,1125.6
SO - 0006690,3/11/2021,9/11/2021,31,Trade Supply,USD,RPT503,17,2,6,1112.2,700.686,6673.2
SO - 0001137,4/11/2021,11/16/2021,19,Logistics Partner,USD,RPT503,9,7,9,3986.5,3268.93,35878.5
SO - 0001594,4/11/2021,12/11/2021,44,Trade Supply,AUD,RPT503,89,10,8,167.5,73.7,1340.0
SO - 0004508,4/11/2021,11/18/2021,33,Logistics Partner,EUR,RPT503,25,5,5,6545.9,2749.278,32729.5
SO - 0005383,4/11/2021,11/11/2021,45,Trade Supply,EUR,RPT503,54,9,7,877.7,526.62,6143.9
SO - 0006716,4/11/2021,12/11/2021,50,Logistics Partner,EUR,RPT503,54,9,8,207.7,93.465,1661.6
SO - 0007178,4/11/2021,9/11/2021,8,Trade Supply,NZD,RPT503,17,1,12,1058.6,508.128,12703.2
SO - 0001469,5/11/2021,11/19/2021,39,Trade Supply,USD,RPT503,80,7,8,2532.6,1899.45,20260.8
SO - 0001607,5/11/2021,11/17/2021,44,Trade Supply,USD,RPT503,100,13,9,2666.6,1999.95,23999.4
SO - 0002362,5/11/2021,11/13/2021,25,Trade Supply,AUD,RPT503,6,10,8,3919.5,3292.38,31356.0
SO - 0004841,5/11/2021,11/15/2021,13,Trade Supply,GBP,RPT503,9,7,8,3845.8,2384.396,30766.4
SO - 0005721,5/11/2021,11/18/2021,25,Trade Supply,NZD,RPT503,83,7,12,4006.6,3125.148,48079.2
SO - 0005983,5/11/2021,11/21/2021,18,Logistics Partner,NZD,RPT503,78,7,8,167.5,70.35,1340.0
SO - 0006268,5/11/2021,11/18/2021,15,Global Sales,NZD,RPT503,34,7,8,1025.1,656.064,8200.8
SO - 000843,6/11/2021,12/11/2021,1,Trade Supply,NZD,RPT503,65,11,10,964.8,665.712,9648.0
SO - 0001332,6/11/2021,11/11/2021,3,Logistics Partner,USD,RPT503,17,1,11,1949.7,1559.76,21446.7
SO - 0001730,6/11/2021,11/24/2021,47,Trade Supply,USD,RPT503,99,2,5,1031.8,773.85,5159.0
SO - 0005332,6/11/2021,11/21/2021,20,Logistics Partner,AUD,RPT503,33,5,5,3323.2,1860.992,16616.0
SO - 0005620,6/11/2021,11/23/2021,44,Logistics Partner,USD,RPT503,8,8,5,1286.4,630.336,6432.0
SO - 0007036,6/11/2021,11/20/2021,1,Global Sales,NZD,RPT503,91,13,7,1889.4,831.336,13225.8
SO - 0007443,6/11/2021,11/22/2021,29,Trade Supply,AUD,RPT503,87,11,5,2800.6,2380.51,14003.0
SO - 000515,7/11/2021,11/11/2021,6,Trade Supply,NZD,RPT503,61,7,7,1829.1,1463.28,12803.7
SO - 0002202,7/11/2021,11/23/2021,8,Trade Supply,NZD,RPT503,70,2,9,3879.3,2056.029,34913.7
SO - 0002495,7/11/2021,11/22/2021,39,Trade Supply,USD,RPT503,97,2,5,1748.7,1381.473,8743.5
SO - 0003832,7/11/2021,11/25/2021,31,Trade Supply,EUR,RPT503,24,2,11,1815.7,980.478,19972.7
SO - 0005707,7/11/2021,11/13/2021,41,Trade Supply,EUR,RPT503,6,5,6,5165.7,2737.821,30994.2
SO - 0007497,7/11/2021,11/17/2021,47,Trade Supply,USD,RPT503,92,1,6,4020.0,2653.2,24120.0
SO - 0007980,7/11/2021,11/24/2021,13,Logistics Partner,NZD,RPT503,85,2,12,3597.9,1726.992,43174.8
SO - 000104,8/11/2021,11/26/2021,48,Global Sales,USD,RPT503,19,7,6,2324.9,1464.687,13949.4
SO - 000175,8/11/2021,11/11/2021,1,Trade Supply,NZD,RPT503,72,7,11,2224.4,1579.324,24468.4
SO - 0002858,8/11/2021,11/18/2021,37,Trade Supply,AUD,RPT503,67,12,8,201.0,104.52,1608.0
SO - 0004288,8/11/2021,11/19/2021,38,Global Sales,GBP,RPT503,63,11,5,221.1,152.559,1105.5
SO - 0005962,8/11/2021,11/19/2021,6,Trade Supply,AUD,RPT503,3,11,9,5594.5,4083.985,50350.5
SO - 0007019,8/11/2021,11/25/2021,42,Trade Supply,NZD,RPT503,97,11,6,964.8,578.88,5788.8
SO - 000566,9/11/2021,11/18/2021,5,Trade Supply,USD,RPT503,91,7,8,1996.6,898.47,15972.8
SO - 0002211,9/11/2021,11/17/2021,11,Trade Supply,NZD,RPT503,24,7,9,2010.0,1386.9,18090.0
SO - 0002474,9/11/2021,12/11/2021,17,Trade Supply,GBP,RPT503,50,14,5,1762.1,1215.849,8810.5
SO - 0002683,9/11/2021,11/24/2021,18,Global Sales,USD,RPT503,88,2,12,2914.5,1311.525,34974.0
SO - 0003605,9/11/2021,11/21/2021,9,Trade Supply,NZD,RPT503,46,1,11,884.4,742.896,9728.4
SO - 0003703,9/11/2021,11/15/2021,44,Trade Supply,NZD,RPT503,100,2,8,247.9,168.572,1983.2
SO - 0004590,9/11/2021,11/21/2021,20,Logistics Partner,EUR,RPT503,23,1,10,871.0,688.09,8710.0
SO - 0005965,9/11/2021,11/23/2021,37,Global Sales,GBP,RPT503,88,14,6,1748.7,944.298,10492.2
SO - 0006136,9/11/2021,12/11/2021,4,Trade Supply,NZD,RPT503,11,1,11,3865.9,2087.586,42524.9
SO - 0007778,9/11/2021,11/23/2021,2,Logistics Partner,NZD,RPT503,36,9,12,5266.2,2211.804,63194.4
SO - 0007798,9/11/2021,11/22/2021,31,Logistics Partner,USD,RPT503,45,8,11,1085.4,510.138,11939.4
SO - 000901,10/11/2021,11/26/2021,26,Logistics Partner,AUD,RPT503,62,5,8,1118.9,469.938,8951.2
SO - 0002794,10/11/2021,11/18/2021,11,Logistics Partner,USD,RPT503,94,1,9,247.9,99.16,2231.1
SO - 0005106,10/11/2021,11/18/2021,10,Global Sales,NZD,RPT503,91,10,10,2680.0,1795.6,26800.0
SO - 0002966,11/11/2021,11/28/2021,29,Trade Supply,NZD,RPT503,90,2,5,1078.7,755.09,5393.5
SO - 0004629,11/11/2021,11/25/2021,49,Trade Supply,NZD,RPT503,16,2,11,810.7,680.988,8917.7
SO - 0004803,11/11/2021,11/14/2021,28,Trade Supply,GBP,RPT503,88,2,8,2432.1,1507.902,19456.8
SO - 0005296,11/11/2021,11/16/2021,24,Trade Supply,NZD,RPT503,69,14,7,1005.0,713.55,7035.0
SO - 0006082,11/11/2021,11/16/2021,25,Logistics Partner,USD,RPT503,9,1,9,1092.1,578.813,9828.9
SO - 0006776,11/11/2021,11/24/2021,45,Trade Supply,USD,RPT503,31,9,7,214.4,96.48,1500.8
SO - 000318,12/11/2021,11/16/2021,22,Logistics Partner,NZD,RPT503,53,5,8,3852.5,2003.3,30820.0
SO - 000660,12/11/2021,11/28/2021,32,Trade Supply,AUD,RPT503,64,5,5,3725.2,2570.388,18626.0
SO - 0003382,12/11/2021,11/24/2021,35,Trade Supply,NZD,RPT503,71,1,12,1038.5,778.875,12462.0
SO - 0004192,12/11/2021,11/21/2021,34,Trade Supply,AUD,RPT503,30,1,11,1011.7,485.616,11128.7
SO - 0005446,12/11/2021,11/25/2021,36,Trade Supply,USD,RPT503,30,1,10,1132.3,905.84,11323.0
SO - 0005621,12/11/2021,11/17/2021,16,Logistics Partner,NZD,RPT503,42,2,11,6023.3,3915.145,66256.3
SO - 0001200,11/13/2021,11/19/2021,32,Trade Supply,NZD,RPT503,36,2,12,1306.5,888.42,15678.0
SO - 0001216,11/13/2021,11/29/2021,21,Logistics Partner,USD,RPT503,64,7,8,1118.9,581.828,8951.2
SO - 0003243,11/13/2021,11/22/2021,2,Trade Supply,USD,RPT503,66,11,6,1105.5,740.685,6633.0
SO - 0006110,11/13/2021,11/28/2021,10,Trade Supply,NZD,RPT503,40,5,8,234.5,154.77,1876.0
SO - 000594,11/14/2021,1/12/2021,35,Global Sales,NZD,RPT503,48,4,10,201.0,96.48,2010.0
SO - 0006299,11/14/2021,11/27/2021,28,Logistics Partner,EUR,RPT503,32,1,6,3705.1,2482.417,22230.6
SO - 0006318,11/14/2021,11/27/2021,43,Trade Supply,AUD,RPT503,76,1,7,737.0,574.86,5159.0
